CountyState,Pop,county,state
"Petroleum County, Montana",487,Petroleum,Montana
"Phillips County, Montana",3954,Phillips,Montana
"Pondera County, Montana",5911,Pondera,Montana
"Powder River County, Montana",1682,PowderRiver,Montana
"Powell County, Montana",6890,Powell,Montana
"Prairie County, Montana",1077,Prairie,Montana
"Ravalli County, Montana",43806,Ravalli,Montana
"Richland County, Montana",10803,Richland,Montana
"Roosevelt County, Montana",11004,Roosevelt,Montana
"Rosebud County, Montana",8937,Rosebud,Montana
"Sanders County, Montana",12113,Sanders,Montana
"Sheridan County, Montana",3309,Sheridan,Montana
"Silver Bow County, Montana",34915,SilverBow,Montana
"Stillwater County, Montana",9642,Stillwater,Montana
"Sweet Grass County, Montana",3737,SweetGrass,Montana
"Teton County, Montana",6147,Teton,Montana
"Toole County, Montana",4736,Toole,Montana
"Treasure County, Montana",696,Treasure,Montana
"Valley County, Montana",7396,Valley,Montana
"Wheatland County, Montana",2126,Wheatland,Montana
"Wibaux County, Montana",969,Wibaux,Montana
"Yellowstone County, Montana",161300,Yellowstone,Montana
"Adams County, Nebraska",31363,Adams,Nebraska
"Antelope County, Nebraska",6298,Antelope,Nebraska
"Arthur County, Nebraska",463,Arthur,Nebraska
"Banner County, Nebraska",745,Banner,Nebraska
"Blaine County, Nebraska",465,Blaine,Nebraska
"Boone County, Nebraska",5192,Boone,Nebraska
"Box Butte County, Nebraska",10783,BoxButte,Nebraska
"Boyd County, Nebraska",1919,Boyd,Nebraska
"Brown County, Nebraska",2955,Brown,Nebraska
"Buffalo County, Nebraska",49659,Buffalo,Nebraska
"Burt County, Nebraska",6459,Burt,Nebraska
"Butler County, Nebraska",8016,Butler,Nebraska
"Cass County, Nebraska",26248,Cass,Nebraska
"Cedar County, Nebraska",8402,Cedar,Nebraska
"Chase County, Nebraska",3924,Chase,Nebraska
"Cherry County, Nebraska",5689,Cherry,Nebraska
"Cheyenne County, Nebraska",8910,Cheyenne,Nebraska
"Clay County, Nebraska",6203,Clay,Nebraska
"Colfax County, Nebraska",10709,Colfax,Nebraska
"Cuming County, Nebraska",8846,Cuming,Nebraska
"Custer County, Nebraska",10777,Custer,Nebraska
"Dakota County, Nebraska",20026,Dakota,Nebraska
"Dawes County, Nebraska",8589,Dawes,Nebraska
"Dawson County, Nebraska",23595,Dawson,Nebraska
"Deuel County, Nebraska",1794,Deuel,Nebraska
"Dixon County, Nebraska",5636,Dixon,Nebraska
"Dodge County, Nebraska",36565,Dodge,Nebraska
"Douglas County, Nebraska",571327,Douglas,Nebraska
"Dundy County, Nebraska",1693,Dundy,Nebraska
"Fillmore County, Nebraska",5462,Fillmore,Nebraska
"Franklin County, Nebraska",2979,Franklin,Nebraska
"Frontier County, Nebraska",2627,Frontier,Nebraska
"Furnas County, Nebraska",4676,Furnas,Nebraska
"Gage County, Nebraska",21513,Gage,Nebraska
"Garden County, Nebraska",1837,Garden,Nebraska
"Garfield County, Nebraska",1969,Garfield,Nebraska
"Gosper County, Nebraska",1990,Gosper,Nebraska
"Grant County, Nebraska",623,Grant,Nebraska
"Greeley County, Nebraska",2356,Greeley,Nebraska
"Hall County, Nebraska",61353,Hall,Nebraska
"Hamilton County, Nebraska",9324,Hamilton,Nebraska
"Harlan County, Nebraska",3380,Harlan,Nebraska
"Hayes County, Nebraska",922,Hayes,Nebraska
"Hitchcock County, Nebraska",2762,Hitchcock,Nebraska
"Holt County, Nebraska",10067,Holt,Nebraska
"Hooker County, Nebraska",682,Hooker,Nebraska
"Howard County, Nebraska",6445,Howard,Nebraska
"Jefferson County, Nebraska",7046,Jefferson,Nebraska
"Johnson County, Nebraska",5071,Johnson,Nebraska
"Kearney County, Nebraska",6495,Kearney,Nebraska
"Keith County, Nebraska",8034,Keith,Nebraska
"Keya Paha County, Nebraska",806,KeyaPaha,Nebraska
"Kimball County, Nebraska",3632,Kimball,Nebraska
"Knox County, Nebraska",8332,Knox,Nebraska
"Lancaster County, Nebraska",319090,Lancaster,Nebraska
"Lincoln County, Nebraska",34914,Lincoln,Nebraska
"Logan County, Nebraska",748,Logan,Nebraska
"Loup County, Nebraska",664,Loup,Nebraska
"McPherson County, Nebraska",494,McPherson,Nebraska
"Madison County, Nebraska",35099,Madison,Nebraska
"Merrick County, Nebraska",7755,Merrick,Nebraska
"Morrill County, Nebraska",4642,Morrill,Nebraska
"Nance County, Nebraska",3519,Nance,Nebraska
"Nemaha County, Nebraska",6972,Nemaha,Nebraska
"Nuckolls County, Nebraska",4148,Nuckolls,Nebraska
"Otoe County, Nebraska",16012,Otoe,Nebraska
"Pawnee County, Nebraska",2613,Pawnee,Nebraska
"Perkins County, Nebraska",2891,Perkins,Nebraska
"Phelps County, Nebraska",9034,Phelps,Nebraska
"Pierce County, Nebraska",7148,Pierce,Nebraska
"Platte County, Nebraska",33470,Platte,Nebraska
"Polk County, Nebraska",5213,Polk,Nebraska
"Red Willow County, Nebraska",10724,RedWillow,Nebraska
"Richardson County, Nebraska",7865,Richardson,Nebraska
"Rock County, Nebraska",1357,Rock,Nebraska
"Saline County, Nebraska",14224,Saline,Nebraska
"Sarpy County, Nebraska",187196,Sarpy,Nebraska
"Saunders County, Nebraska",21578,Saunders,Nebraska
"Scotts Bluff County, Nebraska",35618,ScottsBluff,Nebraska
"Seward County, Nebraska",17284,Seward,Nebraska
"Sheridan County, Nebraska",5246,Sheridan,Nebraska
"Sherman County, Nebraska",3001,Sherman,Nebraska
"Sioux County, Nebraska",1166,Sioux,Nebraska
"Stanton County, Nebraska",5920,Stanton,Nebraska
"Thayer County, Nebraska",5003,Thayer,Nebraska
"Thomas County, Nebraska",722,Thomas,Nebraska
"Thurston County, Nebraska",7224,Thurston,Nebraska
"Valley County, Nebraska",4158,Valley,Nebraska
"Washington County, Nebraska",20729,Washington,Nebraska
"Wayne County, Nebraska",9385,Wayne,Nebraska
"Webster County, Nebraska",3487,Webster,Nebraska
"Wheeler County, Nebraska",783,Wheeler,Nebraska
"York County, Nebraska",13679,York,Nebraska
"Churchill County, Nevada",24909,Churchill,Nevada
"Clark County, Nevada",2266715,Clark,Nevada
"Douglas County, Nevada",48905,Douglas,Nevada
"Elko County, Nevada",52778,Elko,Nevada
"Esmeralda County, Nevada",873,Esmeralda,Nevada
"Eureka County, Nevada",2029,Eureka,Nevada
"Humboldt County, Nevada",16831,Humboldt,Nevada
"Lander County, Nevada",5532,Lander,Nevada
"Lincoln County, Nevada",5183,Lincoln,Nevada
"Lyon County, Nevada",57510,Lyon,Nevada
"Mineral County, Nevada",4505,Mineral,Nevada
"Nye County, Nevada",46523,Nye,Nevada
"Pershing County, Nevada",6725,Pershing,Nevada
"Storey County, Nevada",4123,Storey,Nevada
"Washoe County, Nevada",471519,Washoe,Nevada
"White Pine County, Nevada",9580,WhitePine,Nevada
"Carson City, Nevada",55916,#VALUE!,Nevada
"Belknap County, New Hampshire",61303,Belknap,NewHampshire
"Carroll County, New Hampshire",48910,Carroll,NewHampshire
"Cheshire County, New Hampshire",76085,Cheshire,NewHampshire
"Coos County, New Hampshire",31563,Coos,NewHampshire
"Grafton County, New Hampshire",89886,Grafton,NewHampshire
"Hillsborough County, New Hampshire",417025,Hillsborough,NewHampshire
"Merrimack County, New Hampshire",151391,Merrimack,NewHampshire
"Rockingham County, New Hampshire",309769,Rockingham,NewHampshire
"Strafford County, New Hampshire",130633,Strafford,NewHampshire
"Sullivan County, New Hampshire",43146,Sullivan,NewHampshire
"Atlantic County, New Jersey",263670,Atlantic,NewJersey
"Bergen County, New Jersey",932202,Bergen,NewJersey
"Burlington County, New Jersey",445349,Burlington,NewJersey
"Camden County, New Jersey",506471,Camden,NewJersey
"Cape May County, New Jersey",92039,CapeMay,NewJersey
"Cumberland County, New Jersey",149527,Cumberland,NewJersey
"Essex County, New Jersey",798975,Essex,NewJersey
"Gloucester County, New Jersey",291636,Gloucester,NewJersey
"Hudson County, New Jersey",672391,Hudson,NewJersey
"Hunterdon County, New Jersey",124371,Hunterdon,NewJersey
"Mercer County, New Jersey",367430,Mercer,NewJersey
"Middlesex County, New Jersey",825062,Middlesex,NewJersey
"Monmouth County, New Jersey",618795,Monmouth,NewJersey
"Morris County, New Jersey",491845,Morris,NewJersey
"Ocean County, New Jersey",607186,Ocean,NewJersey
"Passaic County, New Jersey",501826,Passaic,NewJersey
"Salem County, New Jersey",62385,Salem,NewJersey
"Somerset County, New Jersey",328934,Somerset,NewJersey
"Sussex County, New Jersey",140488,Sussex,NewJersey
"Union County, New Jersey",556341,Union,NewJersey
"Warren County, New Jersey",105267,Warren,NewJersey
"Bernalillo County, New Mexico",679121,Bernalillo,NewMexico
"Catron County, New Mexico",3527,Catron,NewMexico
"Chaves County, New Mexico",64615,Chaves,NewMexico
"Cibola County, New Mexico",26675,Cibola,NewMexico
"Colfax County, New Mexico",11941,Colfax,NewMexico
"Curry County, New Mexico",48954,Curry,NewMexico
"De Baca County, New Mexico",1748,DeBaca,NewMexico
"Doña Ana County, New Mexico",218195,DoñaAna,NewMexico
"Eddy County, New Mexico",58460,Eddy,NewMexico
"Grant County, New Mexico",26998,Grant,NewMexico
"Guadalupe County, New Mexico",4300,Guadalupe,NewMexico
"Harding County, New Mexico",625,Harding,NewMexico
"Hidalgo County, New Mexico",4198,Hidalgo,NewMexico
"Lea County, New Mexico",71070,Lea,NewMexico
"Lincoln County, New Mexico",19572,Lincoln,NewMexico
"Los Alamos County, New Mexico",19369,LosAlamos,NewMexico
"Luna County, New Mexico",23709,Luna,NewMexico
"McKinley County, New Mexico",71367,McKinley,NewMexico
"Mora County, New Mexico",4521,Mora,NewMexico
"Otero County, New Mexico",67490,Otero,NewMexico
"Quay County, New Mexico",8253,Quay,NewMexico
"Rio Arriba County, New Mexico",38921,RioArriba,NewMexico
"Roosevelt County, New Mexico",18500,Roosevelt,NewMexico
"Sandoval County, New Mexico",146748,Sandoval,NewMexico
"San Juan County, New Mexico",123958,SanJuan,NewMexico
"San Miguel County, New Mexico",27277,SanMiguel,NewMexico
"Santa Fe County, New Mexico",150358,SantaFe,NewMexico
"Sierra County, New Mexico",10791,Sierra,NewMexico
"Socorro County, New Mexico",16637,Socorro,NewMexico
"Taos County, New Mexico",32723,Taos,NewMexico
"Torrance County, New Mexico",15461,Torrance,NewMexico
"Union County, New Mexico",4059,Union,NewMexico
"Valencia County, New Mexico",76688,Valencia,NewMexico
"Albany County, New York",305506,Albany,NewYork
"Allegany County, New York",46091,Allegany,NewYork
"Bronx County, New York",1418207,Bronx,NewYork
"Broome County, New York",190488,Broome,NewYork
"Cattaraugus County, New York",76117,Cattaraugus,NewYork
"Cayuga County, New York",76576,Cayuga,NewYork
"Chautauqua County, New York",126903,Chautauqua,NewYork
"Chemung County, New York",83456,Chemung,NewYork
"Chenango County, New York",47207,Chenango,NewYork
"Clinton County, New York",80485,Clinton,NewYork
"Columbia County, New York",59461,Columbia,NewYork
"Cortland County, New York",47581,Cortland,NewYork
"Delaware County, New York",44135,Delaware,NewYork
"Dutchess County, New York",294218,Dutchess,NewYork
"Erie County, New York",918702,Erie,NewYork
"Essex County, New York",36885,Essex,NewYork
"Franklin County, New York",50022,Franklin,NewYork
"Fulton County, New York",53383,Fulton,NewYork
"Genesee County, New York",57280,Genesee,NewYork
"Greene County, New York",47188,Greene,NewYork
"Hamilton County, New York",4416,Hamilton,NewYork
"Herkimer County, New York",61319,Herkimer,NewYork
"Jefferson County, New York",109834,Jefferson,NewYork
"Kings County, New York",2559903,Kings,NewYork
"Lewis County, New York",26296,Lewis,NewYork
"Livingston County, New York",62914,Livingston,NewYork
"Madison County, New York",70941,Madison,NewYork
"Monroe County, New York",741770,Monroe,NewYork
"Montgomery County, New York",49221,Montgomery,NewYork
"Nassau County, New York",1356924,Nassau,NewYork
"New York County, New York",1628706,NewYork,NewYork
"Niagara County, New York",209281,Niagara,NewYork
"Oneida County, New York",228671,Oneida,NewYork
"Onondaga County, New York",460528,Onondaga,NewYork
"Ontario County, New York",109777,Ontario,NewYork
"Orange County, New York",384940,Orange,NewYork
"Orleans County, New York",40352,Orleans,NewYork
"Oswego County, New York",117124,Oswego,NewYork
"Otsego County, New York",59493,Otsego,NewYork
"Putnam County, New York",98320,Putnam,NewYork
"Queens County, New York",2253858,Queens,NewYork
"Rensselaer County, New York",158714,Rensselaer,NewYork
"Richmond County, New York",476143,Richmond,NewYork
"Rockland County, New York",325789,Rockland,NewYork
"St. Lawrence County, New York",107740,St.Lawrence,NewYork
"Saratoga County, New York",229863,Saratoga,NewYork
"Schenectady County, New York",155299,Schenectady,NewYork
"Schoharie County, New York",30999,Schoharie,NewYork
"Schuyler County, New York",17807,Schuyler,NewYork
"Seneca County, New York",34016,Seneca,NewYork
"Steuben County, New York",95379,Steuben,NewYork
"Suffolk County, New York",1476601,Suffolk,NewYork
"Sullivan County, New York",75432,Sullivan,NewYork
"Tioga County, New York",48203,Tioga,NewYork
"Tompkins County, New York",102180,Tompkins,NewYork
"Ulster County, New York",177573,Ulster,NewYork
"Warren County, New York",63944,Warren,NewYork
"Washington County, New York",61204,Washington,NewYork
"Wayne County, New York",89918,Wayne,NewYork
"Westchester County, New York",967506,Westchester,NewYork
"Wyoming County, New York",39859,Wyoming,NewYork
"Yates County, New York",24913,Yates,NewYork
"Alamance County, North Carolina",169509,Alamance,NorthCarolina
"Alexander County, North Carolina",37497,Alexander,NorthCarolina
"Alleghany County, North Carolina",11137,Alleghany,NorthCarolina
"Anson County, North Carolina",24446,Anson,NorthCarolina
"Ashe County, North Carolina",27203,Ashe,NorthCarolina
"Avery County, North Carolina",17557,Avery,NorthCarolina
"Beaufort County, North Carolina",46994,Beaufort,NorthCarolina
"Bertie County, North Carolina",18947,Bertie,NorthCarolina
"Bladen County, North Carolina",32722,Bladen,NorthCarolina
"Brunswick County, North Carolina",142820,Brunswick,NorthCarolina
"Buncombe County, North Carolina",261191,Buncombe,NorthCarolina
"Burke County, North Carolina",90485,Burke,NorthCarolina
"Cabarrus County, North Carolina",216453,Cabarrus,NorthCarolina
"Caldwell County, North Carolina",82178,Caldwell,NorthCarolina
"Camden County, North Carolina",10867,Camden,NorthCarolina
"Carteret County, North Carolina",69473,Carteret,NorthCarolina
"Caswell County, North Carolina",22604,Caswell,NorthCarolina
"Catawba County, North Carolina",159551,Catawba,NorthCarolina
"Chatham County, North Carolina",74470,Chatham,NorthCarolina
"Cherokee County, North Carolina",28612,Cherokee,NorthCarolina
"Chowan County, North Carolina",13943,Chowan,NorthCarolina
"Clay County, North Carolina",11231,Clay,NorthCarolina
"Cleveland County, North Carolina",97947,Cleveland,NorthCarolina
"Columbus County, North Carolina",55508,Columbus,NorthCarolina
"Craven County, North Carolina",102139,Craven,NorthCarolina
"Cumberland County, North Carolina",335509,Cumberland,NorthCarolina
"Currituck County, North Carolina",27763,Currituck,NorthCarolina
"Dare County, North Carolina",37009,Dare,NorthCarolina
"Davidson County, North Carolina",167609,Davidson,NorthCarolina
"Davie County, North Carolina",42846,Davie,NorthCarolina
"Duplin County, North Carolina",58741,Duplin,NorthCarolina
"Durham County, North Carolina",321488,Durham,NorthCarolina
"Edgecombe County, North Carolina",51472,Edgecombe,NorthCarolina
"Forsyth County, North Carolina",382295,Forsyth,NorthCarolina
"Franklin County, North Carolina",69685,Franklin,NorthCarolina
"Gaston County, North Carolina",224529,Gaston,NorthCarolina
"Gates County, North Carolina",11562,Gates,NorthCarolina
"Graham County, North Carolina",8441,Graham,NorthCarolina
"Granville County, North Carolina",60443,Granville,NorthCarolina
"Greene County, North Carolina",21069,Greene,NorthCarolina
"Guilford County, North Carolina",537174,Guilford,NorthCarolina
"Halifax County, North Carolina",50010,Halifax,NorthCarolina
"Harnett County, North Carolina",135976,Harnett,NorthCarolina
"Haywood County, North Carolina",62317,Haywood,NorthCarolina
"Henderson County, North Carolina",117417,Henderson,NorthCarolina
"Hertford County, North Carolina",23677,Hertford,NorthCarolina
"Hoke County, North Carolina",55234,Hoke,NorthCarolina
"Hyde County, North Carolina",4937,Hyde,NorthCarolina
"Iredell County, North Carolina",181806,Iredell,NorthCarolina
"Jackson County, North Carolina",43938,Jackson,NorthCarolina
"Johnston County, North Carolina",209339,Johnston,NorthCarolina
"Jones County, North Carolina",9419,Jones,NorthCarolina
"Lee County, North Carolina",61779,Lee,NorthCarolina
"Lenoir County, North Carolina",55949,Lenoir,NorthCarolina
"Lincoln County, North Carolina",86111,Lincoln,NorthCarolina
"McDowell County, North Carolina",45756,McDowell,NorthCarolina
"Macon County, North Carolina",35858,Macon,NorthCarolina
"Madison County, North Carolina",21755,Madison,NorthCarolina
"Martin County, North Carolina",22440,Martin,NorthCarolina
"Mecklenburg County, North Carolina",1110356,Mecklenburg,NorthCarolina
"Mitchell County, North Carolina",14964,Mitchell,NorthCarolina
"Montgomery County, North Carolina",27173,Montgomery,NorthCarolina
"Moore County, North Carolina",100880,Moore,NorthCarolina
"Nash County, North Carolina",94298,Nash,NorthCarolina
"New Hanover County, North Carolina",234473,NewHanover,NorthCarolina
"Northampton County, North Carolina",19483,Northampton,NorthCarolina
"Onslow County, North Carolina",197938,Onslow,NorthCarolina
"Orange County, North Carolina",148476,Orange,NorthCarolina
"Pamlico County, North Carolina",12726,Pamlico,NorthCarolina
"Pasquotank County, North Carolina",39824,Pasquotank,NorthCarolina
"Pender County, North Carolina",63060,Pender,NorthCarolina
"Perquimans County, North Carolina",13463,Perquimans,NorthCarolina
"Person County, North Carolina",39490,Person,NorthCarolina
"Pitt County, North Carolina",180742,Pitt,NorthCarolina
"Polk County, North Carolina",20724,Polk,NorthCarolina
"Randolph County, North Carolina",143667,Randolph,NorthCarolina
"Richmond County, North Carolina",44829,Richmond,NorthCarolina
"Robeson County, North Carolina",130625,Robeson,NorthCarolina
"Rockingham County, North Carolina",91010,Rockingham,NorthCarolina
"Rowan County, North Carolina",142088,Rowan,NorthCarolina
"Rutherford County, North Carolina",67029,Rutherford,NorthCarolina
"Sampson County, North Carolina",63531,Sampson,NorthCarolina
"Scotland County, North Carolina",34823,Scotland,NorthCarolina
"Stanly County, North Carolina",62806,Stanly,NorthCarolina
"Stokes County, North Carolina",45591,Stokes,NorthCarolina
"Surry County, North Carolina",71783,Surry,NorthCarolina
"Swain County, North Carolina",14271,Swain,NorthCarolina
"Transylvania County, North Carolina",34385,Transylvania,NorthCarolina
"Tyrrell County, North Carolina",4016,Tyrrell,NorthCarolina
"Union County, North Carolina",239859,Union,NorthCarolina
"Vance County, North Carolina",44535,Vance,NorthCarolina
"Wake County, North Carolina",1111761,Wake,NorthCarolina
"Warren County, North Carolina",19731,Warren,NorthCarolina
"Washington County, North Carolina",11580,Washington,NorthCarolina
"Watauga County, North Carolina",56177,Watauga,NorthCarolina
"Wayne County, North Carolina",123131,Wayne,NorthCarolina
"Wilkes County, North Carolina",68412,Wilkes,NorthCarolina
"Wilson County, North Carolina",81801,Wilson,NorthCarolina
"Yadkin County, North Carolina",37667,Yadkin,NorthCarolina
"Yancey County, North Carolina",18069,Yancey,NorthCarolina
"Adams County, North Dakota",2216,Adams,NorthDakota
"Barnes County, North Dakota",10415,Barnes,NorthDakota
"Benson County, North Dakota",6832,Benson,NorthDakota
"Billings County, North Dakota",928,Billings,NorthDakota
"ottineau County, North Dakota",6282,ottineau,NorthDakota
"Bowman County, North Dakota",3024,Bowman,NorthDakota
"Burke County, North Dakota",2115,Burke,NorthDakota
"Burleigh County, North Dakota",95626,Burleigh,NorthDakota
"Cass County, North Dakota",181923,Cass,NorthDakota
"Cavalier County, North Dakota",3762,Cavalier,NorthDakota
"Dickey County, North Dakota",4872,Dickey,NorthDakota
"Divide County, North Dakota",2264,Divide,NorthDakota
"Dunn County, North Dakota",4424,Dunn,NorthDakota
"Eddy County, North Dakota",2287,Eddy,NorthDakota
"Emmons County, North Dakota",3241,Emmons,NorthDakota
"Foster County, North Dakota",3210,Foster,NorthDakota
"Golden Valley County, North Dakota",1761,GoldenValley,NorthDakota
"Grand Forks County, North Dakota",69451,GrandForks,NorthDakota
"Grant County, North Dakota",2274,Grant,NorthDakota
"Griggs County, North Dakota",2231,Griggs,NorthDakota
"Hettinger County, North Dakota",2499,Hettinger,NorthDakota
"Kidder County, North Dakota",2480,Kidder,NorthDakota
"LaMoure County, North Dakota",4046,LaMoure,NorthDakota
"Logan County, North Dakota",1850,Logan,NorthDakota
"McHenry County, North Dakota",5745,McHenry,NorthDakota
"McIntosh County, North Dakota",2497,McIntosh,NorthDakota
"McKenzie County, North Dakota",15024,McKenzie,NorthDakota
"McLean County, North Dakota",9450,McLean,NorthDakota
"Mercer County, North Dakota",8187,Mercer,NorthDakota
"Morton County, North Dakota",31364,Morton,NorthDakota
"Mountrail County, North Dakota",10545,Mountrail,NorthDakota
"Nelson County, North Dakota",2879,Nelson,NorthDakota
"Oliver County, North Dakota",1959,Oliver,NorthDakota
"Pembina County, North Dakota",6801,Pembina,NorthDakota
"Pierce County, North Dakota",3975,Pierce,NorthDakota
"Ramsey County, North Dakota",11519,Ramsey,NorthDakota
"Ransom County, North Dakota",5218,Ransom,NorthDakota
"Renville County, North Dakota",2327,Renville,NorthDakota
"Richland County, North Dakota",16177,Richland,NorthDakota
"Rolette County, North Dakota",14176,Rolette,NorthDakota
"Sargent County, North Dakota",3898,Sargent,NorthDakota
"Sheridan County, North Dakota",1315,Sheridan,NorthDakota
"Sioux County, North Dakota",4230,Sioux,NorthDakota
"Slope County, North Dakota",750,Slope,NorthDakota
"Stark County, North Dakota",31489,Stark,NorthDakota
"Steele County, North Dakota",1890,Steele,NorthDakota
"Stutsman County, North Dakota",20704,Stutsman,NorthDakota
"Towner County, North Dakota",2189,Towner,NorthDakota
"Traill County, North Dakota",8036,Traill,NorthDakota
"Walsh County, North Dakota",10641,Walsh,NorthDakota
"Ward County, North Dakota",67641,Ward,NorthDakota
"Wells County, North Dakota",3834,Wells,NorthDakota
"Williams County, North Dakota",37589,Williams,NorthDakota
"Adams County, Ohio",27698,Adams,Ohio
"Allen County, Ohio",102351,Allen,Ohio
"Ashland County, Ohio",53484,Ashland,Ohio
"Ashtabula County, Ohio",97241,Ashtabula,Ohio
"Athens County, Ohio",65327,Athens,Ohio
"Auglaize County, Ohio",45656,Auglaize,Ohio
"Belmont County, Ohio",67006,Belmont,Ohio
"Brown County, Ohio",43432,Brown,Ohio
"Butler County, Ohio",383134,Butler,Ohio
"Carroll County, Ohio",26914,Carroll,Ohio
"Champaign County, Ohio",38885,Champaign,Ohio
"Clark County, Ohio",134083,Clark,Ohio
"Clermont County, Ohio",206428,Clermont,Ohio
"Clinton County, Ohio",41968,Clinton,Ohio
"Columbiana County, Ohio",101883,Columbiana,Ohio
"Coshocton County, Ohio",36600,Coshocton,Ohio
"Crawford County, Ohio",41494,Crawford,Ohio
"Cuyahoga County, Ohio",1235072,Cuyahoga,Ohio
"Darke County, Ohio",51113,Darke,Ohio
"Defiance County, Ohio",38087,Defiance,Ohio
"Delaware County, Ohio",209177,Delaware,Ohio
"Erie County, Ohio",74266,Erie,Ohio
"Fairfield County, Ohio",157574,Fairfield,Ohio
"Fayette County, Ohio",28525,Fayette,Ohio
"Franklin County, Ohio",1316756,Franklin,Ohio
"Fulton County, Ohio",42126,Fulton,Ohio
"Gallia County, Ohio",29898,Gallia,Ohio
"Geauga County, Ohio",93649,Geauga,Ohio
"Greene County, Ohio",168937,Greene,Ohio
"Guernsey County, Ohio",38875,Guernsey,Ohio
"Hamilton County, Ohio",817473,Hamilton,Ohio
"Hancock County, Ohio",75783,Hancock,Ohio
"Hardin County, Ohio",31365,Hardin,Ohio
"Harrison County, Ohio",15040,Harrison,Ohio
"Henry County, Ohio",27006,Henry,Ohio
"Highland County, Ohio",43161,Highland,Ohio
"Hocking County, Ohio",28264,Hocking,Ohio
"Holmes County, Ohio",43960,Holmes,Ohio
"Huron County, Ohio",58266,Huron,Ohio
"Jackson County, Ohio",32413,Jackson,Ohio
"Jefferson County, Ohio",65325,Jefferson,Ohio
"Knox County, Ohio",62322,Knox,Ohio
"Lake County, Ohio",230149,Lake,Ohio
"Lawrence County, Ohio",59463,Lawrence,Ohio
"Licking County, Ohio",176862,Licking,Ohio
"Logan County, Ohio",45672,Logan,Ohio
"Lorain County, Ohio",309833,Lorain,Ohio
"Lucas County, Ohio",428348,Lucas,Ohio
"Madison County, Ohio",44731,Madison,Ohio
"Mahoning County, Ohio",228683,Mahoning,Ohio
"Marion County, Ohio",65093,Marion,Ohio
"Medina County, Ohio",179746,Medina,Ohio
"Meigs County, Ohio",22907,Meigs,Ohio
"Mercer County, Ohio",41172,Mercer,Ohio
"Miami County, Ohio",106987,Miami,Ohio
"Monroe County, Ohio",13654,Monroe,Ohio
"Montgomery County, Ohio",531687,Montgomery,Ohio
"Morgan County, Ohio",14508,Morgan,Ohio
"Morrow County, Ohio",35328,Morrow,Ohio
"Muskingum County, Ohio",86215,Muskingum,Ohio
"Noble County, Ohio",14424,Noble,Ohio
"Ottawa County, Ohio",40525,Ottawa,Ohio
"Paulding County, Ohio",18672,Paulding,Ohio
"Perry County, Ohio",36134,Perry,Ohio
"Pickaway County, Ohio",58457,Pickaway,Ohio
"Pike County, Ohio",27772,Pike,Ohio
"Portage County, Ohio",162466,Portage,Ohio
"Preble County, Ohio",40882,Preble,Ohio
"Putnam County, Ohio",33861,Putnam,Ohio
"Richland County, Ohio",121154,Richland,Ohio
"Ross County, Ohio",76666,Ross,Ohio
"Sandusky County, Ohio",58518,Sandusky,Ohio
"Scioto County, Ohio",75314,Scioto,Ohio
"Seneca County, Ohio",55178,Seneca,Ohio
"Shelby County, Ohio",48590,Shelby,Ohio
"Stark County, Ohio",370606,Stark,Ohio
"Summit County, Ohio",541013,Summit,Ohio
"Trumbull County, Ohio",197974,Trumbull,Ohio
"Tuscarawas County, Ohio",91987,Tuscarawas,Ohio
"Union County, Ohio",58988,Union,Ohio
"Van Wert County, Ohio",28275,VanWert,Ohio
"Vinton County, Ohio",13085,Vinton,Ohio
"Warren County, Ohio",234602,Warren,Ohio
"Washington County, Ohio",59911,Washington,Ohio
"Wayne County, Ohio",115710,Wayne,Ohio
"Williams County, Ohio",36692,Williams,Ohio
"Wood County, Ohio",130817,Wood,Ohio
"Wyandot County, Ohio",21772,Wyandot,Ohio
"Adair County, Oklahoma",22194,Adair,Oklahoma
"Alfalfa County, Oklahoma",5702,Alfalfa,Oklahoma
"Atoka County, Oklahoma",13758,Atoka,Oklahoma
"Beaver County, Oklahoma",5311,Beaver,Oklahoma
"Beckham County, Oklahoma",21859,Beckham,Oklahoma
"Blaine County, Oklahoma",9429,Blaine,Oklahoma
"Bryan County, Oklahoma",47995,Bryan,Oklahoma
"Caddo County, Oklahoma",28762,Caddo,Oklahoma
"Canadian County, Oklahoma",148306,Canadian,Oklahoma
"Carter County, Oklahoma",48111,Carter,Oklahoma
"Cherokee County, Oklahoma",48657,Cherokee,Oklahoma
"Choctaw County, Oklahoma",14672,Choctaw,Oklahoma
"Cimarron County, Oklahoma",2137,Cimarron,Oklahoma
"Cleveland County, Oklahoma",284014,Cleveland,Oklahoma
"Coal County, Oklahoma",5495,Coal,Oklahoma
"Comanche County, Oklahoma",120749,Comanche,Oklahoma
"Cotton County, Oklahoma",5666,Cotton,Oklahoma
"Craig County, Oklahoma",14142,Craig,Oklahoma
"Creek County, Oklahoma",71522,Creek,Oklahoma
"Custer County, Oklahoma",29003,Custer,Oklahoma
"Delaware County, Oklahoma",43009,Delaware,Oklahoma
"Dewey County, Oklahoma",4891,Dewey,Oklahoma
"Ellis County, Oklahoma",3859,Ellis,Oklahoma
"Garfield County, Oklahoma",61056,Garfield,Oklahoma
"Garvin County, Oklahoma",27711,Garvin,Oklahoma
"Grady County, Oklahoma",55834,Grady,Oklahoma
